bankruptcy,app_id,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,bureau_score,purch_price,msrp,down_pyt,purpose,loan_term,loan_amt,ltv,tot_income,used_ind
0,2878,1,3,28,,,,,0,737,20442,17608,1250,LOAN,,,109,3700,0
0,2885,1,22,475,4,0,0,10720,0,692,28600,26050,0,LOAN,,,110,3166.67,1
0,2891,1,33,45,13,6,5709,6253,91,624,36005.45,28716,7286.45,LOAN,,,100,5000,0
0,2892,0,3,16,,0,0,100,0,711,11400,9900,0,LOAN,,,115,1200,1
0,2895,0,14,220,3,2,775,13935,6,788,25887.24,25000,5500,LOAN,,,82,1568,0
0,2896,4,8,71,,2,759,1143,66,614,33905,38319,7000,LOAN,,,65,5416.67,0
0,2897,0,62,317,15,7,41703,65042,64,668,31393,36644,2000,LEASE,,,80,5099.17,1
0,2898,0,5,24,6,4,1892,3142,60,622,10200,9975,0,LOAN,,,102,1500,1
0,2899,0,22,142,8,4,11645,12300,95,647,33956,30398,677,LOAN,,,108,3721,0
0,2908,0,13,344,5,3,1265,13846,9,780,17735,12625,1435,LOAN,,,129,2503.95,1
0,2916,1,13,45,11,8,9714,14960,65,624,16500,18175,0,LOAN,,,91,2850,1
0,2919,1,13,317,,5,4884,20240,24,696,12200,14400,0,LOAN,,,85,3500,1
0,2921,0,2,28,,,9998,9998,100,726,19592.76,20353,0,LOAN,,,90,5000,0
0,2924,6,38,169,11,2,9692,11400,85,618,31504,31984,2704,LEASE,,,90,5000,0
1,2925,4,16,158,,4,762,1817,42,659,16900,15145,1000,LOAN,,,105,2666.67,0
0,2927,0,17,220,6,2,6592,29630,22,794,21590,18700,0,LOAN,,,115,8116.67,1
0,2928,2,10,75,4,2,5689,10000,57,617,32600,30485,2115,LOAN,,,100,4333.33,0
0,2933,1,31,324,6,4,19643,23305,84,690,25495,28015,0,LEASE,,,91,12500,1
0,2935,1,40,285,10,6,22838,67937,34,696,15399,16645,1000,LEASE,,,87,4500,0
0,2936,0,2,12,,,,,0,630,32976,30500,10250,LOAN,,,75,2666.67,1
0,2937,0,29,272,10,7,1719,42423,4,758,10500,7000,5000,LOAN,,,79,2500,1
0,2938,4,39,223,12,6,7383,12637,58,631,22000,24160,0,LEASE,,,91,7000,0
0,2940,1,11,58,7,4,3775,14713,26,671,10000,10350,600,LOAN,,,91,1866.67,1
0,2941,4,18,438,7,4,926,3428,27,668,16800,10000,3000,LOAN,,,108,1260,1
0,2942,1,3,24,3,2,282,500,56,634,10600,10600,0,LOAN,,,100,1200,1
1,2946,5,19,158,4,2,3743,8900,42,626,23121,23415,0,LEASE,,,99,3500,0
0,2947,5,19,130,8,3,5895,9288,63,632,16350,14885,3000,LOAN,,,90,4833.33,0
0,2949,3,16,109,8,6,6818,8738,78,726,21361.9,21225,1250,LOAN,,,95,4500,1
0,2950,0,21,218,9,5,7662,41083,19,754,33629,28265,0,LEASE,,,119,5500,0
0,2951,0,14,136,3,1,789,5000,16,799,20759,21170,4859,LOAN,,,75,3666.67,0
0,2954,0,4,166,3,2,770,16300,5,784,18970,18000,2000,LOAN,,,94,1750,1
0,2955,0,11,59,6,4,7357,20397,36,685,20823,19000,0,LOAN,,,110,1961,1
0,2956,0,15,104,3,1,4219,12000,35,783,14789.5,17995,0,LOAN,,,82,11250,1
0,2957,0,28,361,7,6,25974,61230,42,669,18225,17325,800,LOAN,,,101,4250,1
0,2962,1,21,104,9,4,14980,15972,94,639,14000,14000,0,LOAN,,,100,0,1
0,2966,4,25,175,5,1,7464,10500,71,609,4831,5800,0,LOAN,,,83,5100,1
0,2977,3,13,113,4,2,974,1460,67,616,20900,18525,3500,LOAN,,,94,5000,1
0,2978,0,1,4,,1,309,300,100,,13396,12750,1800,LOAN,,,91,1772.33,1
0,2982,7,46,170,8,6,51473,102472,50,619,25275,29000,2000,LOAN,,,80,13416.67,0
0,2983,1,2,103,,,,,0,,11000,11000,0,LOAN,,,100,3291.66,1
0,2984,0,29,72,,2,1811,5929,31,697,4750,5000,0,LOAN,,,93,1083.33,1
0,2987,0,28,134,7,4,9816,15454,64,612,39767,40000,0,LOAN,,,99,16166.67,1
0,2988,4,26,122,5,2,325,8000,4,628,14998,13550,1498,LOAN,,,100,3300,1
0,2989,1,18,82,2,1,1546,2346,66,638,24311,25830,5000,LOAN,,,75,1803.33,0
0,2993,0,3,48,,1,246,10950,2,742,19000,17700,2000,LOAN,,,96,2166.67,1
0,2999,3,33,116,10,4,4010,6727,60,643,26217,21115,5117,LEASE,,,100,3500,1
0,3000,2,11,196,5,1,108,300,36,669,17800,18525,0,LEASE,0,0,96,3880,1
0,3001,0,23,332,4,1,8301,36689,23,773,16000,14000,0,LOAN,,,114,10416.67,1
0,3003,,,,,,,,0,,14906.78,13950,2000,LOAN,,,93,1000,1
1,3004,4,17,63,6,3,4314,9025,48,568,21864,20220,19,LEASE,,,108,10833.33,0
0,3006,4,8,70,5,3,2353,2410,98,628,15838,14850,1138,LOAN,,,99,5906,1
0,3008,0,19,197,9,8,22398,51536,43,662,17756,17250,2929,LOAN,,,86,5000,1
1,3009,1,11,40,4,3,1439,2222,65,629,15140,15140,0,LOAN,,,100,2100,0
0,3014,7,27,165,7,5,10518,11266,93,610,22780,23515,100,LOAN,,,96,4500,0
0,3018,0,20,132,4,2,7488,17150,44,601,18928,20885,1000,LOAN,,,86,6041.67,0
0,3023,1,6,53,6,5,4671,4903,95,619,12400,12500,0,LOAN,,,99,1000,1
0,3026,6,16,117,6,4,3428,5048,68,624,21722,31890,1000,LOAN,,,84,4166.67,0
0,3029,0,25,144,3,2,6620,27900,24,683,17260,16600,2260,LOAN,,,90,3000,1
0,3031,1,13,172,5,2,3035,5031,60,688,14274,11500,2000,LOAN,,,107,3666.67,1
1,3034,10,17,122,4,2,2755,3102,89,659,12600,11900,700,LOAN,,,100,5500,1
0,3036,0,16,72,6,3,10171,11300,90,643,15526,16000,0,LOAN,,,88,2200,0
0,3037,5,21,164,6,1,889,1000,89,642,26046,23110,2936,LOAN,,,100,6000,0
0,3038,0,3,39,2,1,147,2300,6,759,25846.21,24890,0,LOAN,,,104,2500,0
0,3039,2,14,188,,0,0,38000,0,701,9850,9250,0,LOAN,,,106,1416.67,1
0,3040,3,11,158,,,9998,9998,100,650,14885,15515,0,LOAN,,,85,2800,0
0,3046,11,23,143,7,1,762,1600,48,605,29690,29690,0,LOAN,,,100,3000,0
0,3047,7,10,201,4,1,236,518,46,644,14400,14400,0,LOAN,,,100,2916.67,1
0,3049,0,2,7,1,0,0,0,0,657,15141,15500,0,LOAN,,,98,1120,1
0,3052,0,6,57,2,1,264,6596,4,758,5850.94,7199,2000,LOAN,,,53,2200,0
0,3053,5,31,115,11,7,10973,12192,90,662,21170,21170,0,LOAN,,,100,3917.18,0
0,3055,0,32,111,10,8,32719,48173,68,563,29450,30325,0,LEASE,,,97,7366.66,1
0,3056,0,18,68,7,5,12201,36623,33,622,21270,24675,0,LEASE,,,86,2748,1
0,3058,2,34,157,8,4,6045,19867,30,639,11300,12600,0,LOAN,,,90,4800,0
0,3059,0,14,158,5,2,5136,22100,23,762,16442,15400,1000,LOAN,,,100,2833,1
0,3061,0,35,288,4,3,2807,27806,10,794,15891,16000,1250,LOAN,,,92,1000,0
0,3062,0,26,113,9,3,2846,6196,46,673,23807.65,24965,0,LEASE,,,95,3200,0
0,3065,1,10,83,2,1,2941,7300,40,746,10289,10350,1106,LOAN,,,89,1833.33,1
0,3071,7,44,163,8,6,16923,19940,85,652,21900,23540,0,LEASE,,,93,6300,0
0,3073,0,3,29,3,2,1650,3100,53,693,24932.01,23095,89.18,LEASE,,,108,3200,0
0,3074,5,24,168,10,5,5538,2911,100,664,10969,10075,0,LOAN,,,109,5541.67,1
0,3075,3,5,70,,1,4000,6200,65,606,26990,26000,5000,LOAN,,,85,3000,0
0,3076,11,18,89,8,5,2306,2786,83,622,19000,19200,0,LEASE,,,99,3333.33,1
0,3077,0,36,151,9,5,10972,46506,24,705,25115,23851,6341,LOAN,,,79,7500,0
0,3079,0,10,72,3,1,1466,5700,26,702,33174.05,30445,2.3,LEASE,,,109,2500,0
0,3084,1,36,146,6,4,20947,72743,29,691,5181.75,0,0,LOAN,,,,4666.67,0
0,3085,3,32,253,8,4,4043,15019,27,682,21950.5,19900,10700,LOAN,,,57,3333.33,1
0,3086,5,27,205,7,4,6788,8659,78,623,17082,15000,2082,LOAN,,,100,6250,1
0,3089,0,26,106,3,1,1834,39185,5,771,5000,0,0,LOAN,,,,3200,0
0,3091,1,10,129,6,5,8316,12014,69,674,27942,23860,0,LOAN,,,117,16916.67,0
0,3092,0,1,29,,,,,0,681,9534,8925,2000,LOAN,,,84,2916.67,1
0,3097,,,,,,,,0,,11798,12225,0,LOAN,,,97,800,1
0,3098,7,10,69,6,3,716,800,90,602,12500,11000,2600,LOAN,,,90,2616,1
0,3101,0,4,5,,4,1041,1103,94,,11950.67,10125,1950.67,LOAN,,,99,2200,1
1,3104,3,13,191,4,3,8230,11964,69,653,29700,28112,9700,LOAN,,,71,2496,0
0,3105,3,28,272,8,4,2654,19804,13,697,24000,27415,0,LEASE,,,88,1205,1
1,3109,3,7,36,5,3,3794,4430,86,562,26494,26000,5000,LOAN,,,83,2916.67,0
0,3111,0,5,39,,1,4614,5000,92,619,15648,16450,0,LOAN,,,95,2916.67,1
0,3112,1,18,169,2,1,8879,36800,24,678,23554.12,24471,0,LOAN,,,96,4666,0
1,3113,0,0,3,,,,,0,494,8494,8000,2300,LOAN,,,86,4166.67,1
0,3116,0,2,10,5,4,612,4431,14,698,23363,22955,0,LEASE,,,102,1850,0
0,3119,1,17,286,6,5,25597,56500,45,717,27465,26000,0,LOAN,,,106,4166.67,0
0,3123,4,7,183,2,1,561,900,62,604,24500,20265,4235,LEASE,,,100,1887.16,0
0,3128,0,15,64,7,6,10776,16988,63,658,20500,19225,2000,LOAN,,,96,2500,1
0,3136,0,14,45,9,6,3775,9241,41,625,12142,10500,2000,LOAN,,,97,1600,1
0,3137,3,16,108,4,3,4973,5969,83,658,26815,36950,0,LEASE,,,73,2666.67,1
0,3145,0,3,9,,1,99,2100,5,695,10561,9075,5500,LOAN,,,56,700,1
0,3148,0,26,100,13,7,17731,20000,89,650,32500,30150,2400,LOAN,,,100,2500,0
0,3150,0,8,89,2,1,3610,12000,30,769,23084.47,23000,0,LEASE,,,100,1408.33,1
0,3151,2,10,33,6,5,4090,6913,59,606,19900,20200,4300,LOAN,,,77,2530,0
1,3153,3,25,134,8,3,2307,2832,81,,23350,24958,1050,LOAN,,,89,7083.33,0
1,3154,7,19,132,,3,1045,10828,10,685,10141.78,8050,2500,LOAN,,,95,2700,1
0,3155,2,17,118,,3,6115,6304,97,653,26556.1,22000,13000,LOAN,,,62,3626.67,1
0,3156,8,26,135,4,1,155,879,18,627,10920,11650,5920,LOAN,,,43,3083.33,1
0,3157,0,2,13,2,1,596,886,67,679,21250,18175,1250,LEASE,,,110,1850,1
0,3159,0,0,17,,,,,0,,31437,31445,1500,LOAN,,,95,2000,0
0,3160,0,19,208,3,1,5986,34600,17,772,45377,45525,5000,LOAN,,,89,3250,0
0,3161,0,7,68,3,2,3292,14100,23,737,16300,15345,300,LOAN,,,104,1786,0
0,3163,7,28,252,4,2,1722,5000,34,688,35302,37565,0,LOAN,,,110,8208,0
0,3166,1,17,140,12,4,20375,20500,99,645,38000,36245,2000,LOAN,,,99,6041.67,0
1,3168,4,25,185,4,1,3233,3900,83,646,16240,16675,1040,LOAN,,,91,3750,1
0,3171,2,32,308,7,5,8671,18635,47,699,29000,37500,2000,LEASE,,,72,4541.67,1
0,3174,0,23,135,3,2,10175,30994,33,685,18780.56,18500,1000,LOAN,,,96,4480,1
1,3175,1,7,87,,0,0,2000,0,684,21852.24,22235,5200,LOAN,,,75,3360,0
0,3176,1,12,162,4,3,11526,15854,73,705,20500,21613,0,LEASE,,,95,3333.33,0
0,3179,0,35,87,8,1,2337,4140,56,686,15900,15000,1000,LOAN,,,99,2500,1
0,3180,0,15,42,,4,1686,30808,5,723,20200,19000,2000,LOAN,,,96,1360,0
0,3184,3,26,161,7,3,3596,21337,17,783,18438,19515,1000,LEASE,,,89,4216,0
0,3185,0,24,188,3,1,2067,16620,12,786,21670,16675,0,LOAN,,,130,5000,1
0,3186,1,31,234,10,8,17777,22694,78,624,27720,29550,0,LEASE,,,94,5050,0
0,3188,0,11,195,6,4,16720,19039,88,635,4800,4863,1300,LOAN,,,72,4166.67,0
0,3190,0,23,405,13,11,4812,54311,9,756,28700,32000,7500,LOAN,,,66,7083.33,0
0,3196,5,21,191,9,6,8050,10059,80,660,20517.2,21287,517.2,LOAN,,,94,3850,0
0,3197,,,,,,,,0,,25848.4,24965,12500,LOAN,,,53,1200,0
0,3201,3,6,56,3,2,2301,2695,85,631,21807.12,22465,175.12,LEASE,,,96,1700,0
0,3206,0,10,76,3,1,3544,8800,40,636,20312.25,15000,4000,LOAN,,,109,800,1
0,3209,0,9,106,,1,1514,500,100,750,44115,44500,0,LEASE,,,99,4309,0
0,3210,,,,,,,,0,707,27409.67,28230,3862.82,LEASE,,,83,15291.66,0
0,3212,0,8,189,2,1,20,26556,0,798,13800,11500,3000,LOAN,,,94,3333.34,1
0,3216,0,7,58,3,2,308,1300,24,667,24222.11,18575,5722.11,LEASE,,,100,2600,1
0,3217,0,19,183,6,4,16524,50900,32,742,13772,28367,3000,LOAN,,,38,7083.33,0
0,3218,6,15,78,,2,2301,2620,88,645,14443,14450,1000,LOAN,,,93,3088.08,1
0,3222,2,14,68,2,1,1479,4800,31,649,34140,38225,0,LEASE,,,89,3000,0
0,3223,0,11,75,9,6,6345,8171,78,672,19500,18235,2600,LOAN,,,93,4083.33,0
0,3225,1,17,445,6,2,7864,30650,26,723,14853,14125,2000,LOAN,,,91,33333.33,0
0,3226,0,10,119,3,2,1083,19997,5,790,9700,8000,3400,LOAN,,,79,1000,1
0,3233,8,13,236,5,4,4329,4813,90,639,19325,17985,3000,LOAN,,,91,5400,0
0,3234,0,16,130,6,3,2236,7801,29,737,34648,33599,1000,LOAN,,,100,5833.33,0
0,3237,3,32,253,8,4,4043,15019,27,682,21450,18850,2200,LOAN,,,102,3333.33,1
0,3239,8,34,127,3,2,3899,15150,26,630,14150,13800,750,LOAN,,,101,4800,1
0,3240,3,18,316,7,5,10251,11163,92,659,35110,31355,3810,LEASE,,,100,3496,1
1,3241,5,14,206,,2,6399,25000,26,638,23331,24321,3211,LOAN,,,83,1920,0
0,3243,0,18,231,4,2,8364,32100,26,746,13004,12000,1600,LOAN,,,95,4166.67,1
0,3245,2,16,113,7,4,12709,13510,94,583,20827,20925,4500,LOAN,,,78,4258.33,1
0,3246,1,27,75,11,7,13386,15131,88,692,22000,22000,0,LOAN,,,100,4345,1
0,3247,3,4,18,,,,,0,,13788,14550,4288,LOAN,,,65,1500,1
0,3248,1,9,48,2,1,780,1500,52,670,15988,13925,2063,LEASE,,,100,2750,1
0,3249,0,21,159,3,0,0,3999,0,764,11636,11900,0,LOAN,,,98,8070.83,1
0,3252,0,25,194,5,3,15223,29134,52,716,17914.15,11950,5000,LOAN,,,108,3650,1
0,3257,3,13,64,5,1,727,1000,73,604,13655,12500,2000,LOAN,,,93,3000,1
0,3263,5,14,193,5,2,3466,3922,88,620,22063,20516,2098.6,LOAN,,,90,1400,0
0,3264,1,33,285,8,4,3009,40502,7,,15820,14000,2000,LOAN,,,99,7083.33,1
0,3265,0,12,89,4,2,6713,18500,36,724,27150,25500,1500,LEASE,,,101,4766,1
0,3268,5,7,139,,0,0,400,0,574,10368.97,9800,5000,LOAN,,,55,1800,1
0,3269,2,5,145,,,,,0,623,34610,41000.3,100,LOAN,,,84,5000,1
0,3275,1,43,191,13,3,6549,8416,78,687,35571,31687,5000,LOAN,,,96,11000,0
0,3276,,,,,,,,0,,21911,20325,3000,LOAN,,,93,1032,1
0,3278,0,5,19,,1,40,6000,1,728,9596,9975,596,LOAN,,,90,791.67,1
0,3279,0,24,142,7,3,6432,25240,25,718,21000,17200,5000,LOAN,,,93,6250,1
1,3280,8,13,96,5,2,450,198,100,622,17304,15325,3900,LOAN,,,87,3466.66,1
0,3282,0,19,118,,2,15208,36017,42,713,41000,41000,5000,LEASE,,,88,9583.33,0
0,3285,0,8,42,2,0,0,3200,0,723,9400,6300,2700,LOAN,,,106,2500,1
0,3286,0,0,3,,,,,0,,9800,14000,0,LOAN,,,81,2000,1
0,3288,0,36,237,10,5,24733,66158,37,681,31873.32,32210,1000,LEASE,,,96,8600,0
0,3290,,,,,,,,0,765,24359,23545,500,LOAN,,,101,4833.33,0
0,3291,0,26,212,5,4,21443,41203,52,683,24259.73,23615,6500,LOAN,,,75,25000,0
0,3292,6,15,101,,,,,0,606,33760,37325,0,LEASE,,,90,5100,0
0,3293,1,9,32,4,1,99,8500,1,646,22000,23000,0,LEASE,,,96,7000,1
0,3294,0,8,69,3,2,2669,13300,20,765,16712,15735,2000,LOAN,,,93,0,0
0,3295,0,8,49,2,1,245,11449,2,794,6149,6500,0,LOAN,,,95,3166.67,1
0,3296,0,8,24,5,3,3072,5950,52,682,11343.5,9800,1550.22,LOAN,,,100,947,1
0,3298,0,26,169,9,6,17653,46883,38,672,24530.88,22000,0,LOAN,,,112,2650,0
0,3299,12,15,173,,,9998,0,0,684,22562,17025,5562,LOAN,,,100,5650,1
0,3303,0,5,28,4,3,911,1671,55,674,18500,15850,4000,LOAN,,,91,1548,1
1,3304,12,31,121,,7,5022,4942,100,626,8800,8375,1500,LOAN,,,87,1517,1
0,3313,1,3,16,,,,,0,638,27300,27315,0,LOAN,,,100,1800,0
0,3315,0,34,193,13,6,9829,20763,47,684,28284,25225,2000,LOAN,,,104,8583.33,1
0,3321,0,17,375,,3,458,37860,1,778,12100,10225,2500,LOAN,,,94,2500,1
0,3322,5,5,67,,,,,0,714,21995,21500,6045,LOAN,,,74,1800,1
0,3323,2,46,288,10,3,2296,13500,17,631,25013.83,20439,0,LEASE,,,122,2150,0
0,3327,3,28,255,12,8,19538,33200,59,649,11724,11225,1100,LOAN,,,95,3500,1
0,3328,0,9,182,4,3,373,32100,1,793,14266,13325,2520,LOAN,,,88,806,1
0,3329,1,38,196,9,5,16008,20716,77,620,12523,13200,0,LOAN,,,95,2193,1
0,3330,0,1,31,,,,,0,700,7000,12625,0,LOAN,,,96,2500,1
0,3334,0,1,6,,0,0,300,0,719,24477,21175,2500,LOAN,,,104,1600,1
0,3335,0,34,80,7,4,5893,20643,29,646,30100,29650,0,LEASE,,,102,1666.67,1
0,3336,0,8,70,4,1,50,13300,0,746,15501,14555,1000,LOAN,,,100,2693.58,0
0,3339,3,12,122,4,2,4637,5199,89,624,26500,24100,2500,LOAN,,,100,4083.33,1
0,3340,0,56,145,28,15,29439,35996,82,593,20839.6,19660,2084,LOAN,,,95,29166.67,0
0,3341,11,20,138,6,4,3006,6582,46,695,18936.37,19350,1656.77,LOAN,,,89,6000,1
0,3343,2,9,115,,,,,0,618,24500,18835,5665,LOAN,,,100,4000,0
0,3344,1,19,112,2,0,0,9873,0,647,20838,20000,1000,LOAN,,,99,1200,1
0,3347,3,15,203,5,3,933,6538,14,680,23963,25000,0,LOAN,,,96,4800,1
1,3349,2,17,37,6,5,2488,3873,64,600,25610,24610,3510,LOAN,,,90,3000,1
0,3356,6,41,135,12,3,7950,19500,41,678,21739.19,22000,0,LEASE,0,0,99,5750,1
0,3359,4,11,226,4,3,2738,3499,78,600,22100,25700,0,LEASE,,,86,9416.67,0
0,3362,6,9,53,6,1,372,600,62,575,14800,15500,0,LOAN,,,89,1733.33,1
0,3363,0,6,56,5,4,1056,2163,49,651,5500,7000,500,LOAN,,,71,1666.67,1
0,3365,0,1,3,,0,0,35,0,,8505,8600,0,LOAN,,,99,1250,1
0,3369,0,5,177,,3,4205,5551,76,656,30000,31500,5000,LEASE,,,79,2200,1
0,3370,8,23,273,10,3,1976,6305,31,722,26910,28200,0,LEASE,,,95,6700,0
0,3373,0,12,28,3,1,1349,3382,40,627,9225,8900,3000,LOAN,,,70,1600,1
0,3375,0,0,4,,,,,0,,13046.9,11900,4413,LOAN,,,73,1100,1
0,3379,0,11,28,7,4,1042,3000,35,652,5729.7,0,0,LOAN,,,,2373,0
0,3385,0,20,223,4,2,341,21001,2,799,27755,30000,0,LOAN,,,93,6183.34,0
0,3387,0,6,40,2,1,1196,2569,47,728,11884.15,15500,5000,LOAN,,,44,500,1
0,3388,6,13,172,3,2,335,3600,9,720,19646,21905,0,LEASE,,,90,2000,0
0,3390,0,9,187,4,3,600,22373,3,775,19352,19000,10000,LOAN,,,49,3750,0
0,3394,0,18,77,4,2,389,10179,4,744,5035,0,0,LOAN,,,,1400,0
0,3398,2,4,165,,0,0,1000,0,672,12900,0,2000,LOAN,,,,3333.33,0
1,3399,3,16,139,6,2,2916,10400,28,695,23385,23000,5445,LOAN,,,78,5250,1
0,3400,3,6,60,,1,169,800,21,705,19348,18900,1877,LOAN,,,92,1734,1
0,3401,7,21,125,9,5,2724,5392,51,630,17766.55,16900,2566.55,LOAN,,,90,4500,1
0,3402,1,22,262,5,4,9594,11290,85,620,9553,10500,1000,LOAN,,,81,1950,1
0,3403,7,11,58,3,2,268,500,54,605,16600,16650,1000,LOAN,,,94,1916.67,1
0,3405,0,37,143,15,11,25929,47188,55,607,15290,15300,0,LOAN,,,100,9450,1
0,3409,0,3,28,2,1,439,500,88,705,10800,10500,400,LOAN,,,99,2000,1
0,3411,4,17,183,5,2,3285,3740,88,622,26059,26059,0,LOAN,,,100,3000,0
0,3412,0,2,39,,,,,0,700,49779.53,52400,0,LEASE,,,95,6300,1
0,3415,4,7,14,5,2,394,300,100,627,18200,19000,0,LOAN,,,96,2824,1
0,3417,0,28,374,8,5,8820,46333,19,739,24600,27087,7700,LOAN,,,62,5000,0
0,3418,0,9,150,9,3,1290,7140,18,690,24590,23225,3000,LOAN,,,93,2147.38,1
0,3420,1,25,79,11,7,4833,6604,73,653,18200,18200,0,LOAN,,,100,2333.33,1
0,3421,0,39,174,8,4,36267,52754,69,675,15076,15600,0,LOAN,,,97,8750,1
0,3422,,,,,,,,0,,21000,21200,3000,LOAN,,,85,2783.33,0
0,3426,5,44,150,5,2,3252,19412,17,675,28695,24000,5700,LOAN,,,96,5300,0
0,3428,5,28,339,12,9,26017,49417,53,631,13000,12085,2000,LOAN,,,83,6033.33,0
0,3429,0,5,41,2,1,378,5300,7,735,10395,9175,3000,LOAN,,,81,916.67,1
0,3433,0,5,22,1,0,0,2300,0,739,5616,5000,0,LOAN,,,112,2280,1
0,3435,0,8,26,5,4,2712,3363,81,606,20068.35,20320,68.35,LOAN,,,91,3500,0
0,3439,1,7,62,,,9998,9998,100,658,19648,18500,0,LOAN,,,106,4000,1
0,3441,1,7,22,6,2,2213,2700,82,609,10586.35,10500,1000,LOAN,,,91,1850,1
0,3443,0,6,87,4,3,8175,17800,46,702,20130.7,18020,0,LEASE,,,112,4000,0
0,3446,0,20,108,5,3,11752,26600,44,725,26600,25000,1700,LOAN,,,100,4583.33,1
0,3448,1,27,226,6,4,18570,35772,52,631,5900,5250,2600,LOAN,,,63,6500,1
0,3449,0,3,17,2,2,979,2043,48,681,19447.07,13250,4947.07,LEASE,,,109,2300,1
0,3450,0,1,9,,1,378,400,95,619,13223,13800,0,LOAN,,,96,1900,1
0,3451,7,13,117,,,,,0,644,16252.5,9750,8900,LOAN,,,75,1043,1
0,3452,0,18,256,3,2,11206,29800,38,771,12974,13015,5000,LOAN,,,61,5416.67,0
0,3456,2,14,55,4,1,3288,3350,98,580,20020,20000,500,LOAN,,,98,4500,1
0,3457,4,5,93,3,2,2672,5913,45,660,15914,15000,0,LOAN,,,93,3250,1
0,3459,0,23,129,5,3,3958,31929,12,760,15000,12000,3000,LOAN,,,100,6666.67,1
0,3462,0,5,10,,2,1044,1960,53,587,15339,10050,6339,LOAN,,,90,1740,1
0,3463,7,31,185,8,5,5367,14517,37,616,25280,32225,450,LEASE,,,77,3666.67,0
0,3465,0,2,15,,1,50,2500,2,734,14165,13000,2000,LOAN,,,94,1720,1
0,3466,2,12,51,4,1,27,6600,0,743,35208.37,28716,1998.08,LEASE,,,116,13333.33,0
0,3471,1,39,102,20,9,27407,65600,42,629,10218,15378,0,LOAN,,,66,3916.67,0
0,3475,2,13,120,6,5,10613,24760,43,659,16600,14775,2000,LOAN,,,99,3083.33,1
0,3476,2,17,116,7,2,4650,5000,93,675,25191,23285,0,LOAN,,,108,3750,0
0,3477,0,10,52,6,2,1871,10300,18,753,19995,18000,4800,LOAN,,,84,5200,1
1,3480,1,14,188,4,3,7503,720,100,692,11200,10150,0,LOAN,,,110,2500,1
0,3482,1,6,39,3,1,345,8103,4,625,17700,12000,5700,LOAN,,,100,1708.33,1
1,3486,10,27,267,6,5,6980,11407,61,636,23848,19885,6048,LOAN,,,90,2000,0
0,3487,0,72,267,17,12,60024,111348,54,661,13800,15000,0,LOAN,,,92,12500,1
0,3488,2,12,68,6,5,8462,10983,77,549,16129,16620,1000,LOAN,,,91,3000,0
0,3495,0,6,60,4,1,664,4800,14,764,18034,16955,5000,LOAN,,,77,2458.33,1
0,3501,0,16,97,8,7,19570,20010,98,650,16969,14500,2992,LOAN,,,96,2000,1
0,3502,,,,,,,,0,,12400,12470,2750,LOAN,,,77,5199.99,0
0,3506,4,11,152,6,5,7031,9696,73,631,17016,17000,1000,LOAN,,,94,6350,1
0,3508,0,13,177,2,0,0,15000,0,789,13525,11000,3000,LOAN,,,96,4300,1
0,3512,5,39,361,11,7,24814,48555,51,631,25605,21000,6705,LOAN,,,90,5833,0
0,3513,0,34,128,6,5,27409,46912,58,730,20348,22750,0,LOAN,,,89,4140,1
0,3515,1,44,293,13,10,13874,61510,23,660,21813.75,20775,5000,LOAN,,,81,6666.67,0
0,3517,2,27,132,6,5,4924,33500,15,679,33203,34630,2600,LOAN,,,88,7666.67,0
0,3518,6,26,158,4,1,2492,2500,100,643,31348.5,37745,1000,LOAN,,,80,6250,0
0,3519,0,16,306,,3,410,14235,3,790,25500,25195,2000,LOAN,,,93,1000,0
0,3520,0,7,260,3,2,2057,6462,32,743,23959,24240,5000,LOAN,,,76,6166,0
0,3521,0,3,27,,0,0,3500,0,631,19056,16025,5500,LOAN,,,85,1200,1
0,3522,2,7,126,4,2,762,1700,45,643,21000,22535,1500,LOAN,,,87,5600,0
0,3526,1,32,172,7,5,6876,10042,68,701,18695,17900,4000,LOAN,,,82,7600,1
0,3528,0,16,164,4,2,2637,24860,11,750,14495,0,1500,LOAN,,,,5000,0
0,3529,3,23,195,8,5,7194,18337,39,680,7786.95,6200,1000,LOAN,,,109,2682.33,1
0,3532,3,13,171,3,2,2880,4692,61,664,15569,15225,1000,LOAN,,,96,3750,1
0,3534,0,2,26,,3,554,5573,10,671,12500,13100,1000,LOAN,,,88,3000,1
0,3536,0,9,72,4,3,1729,28500,6,736,11615.4,10400,0,LOAN,,,112,2200,1
0,3537,10,29,118,6,2,1204,1003,100,694,26693.5,25025,1895,LOAN,,,99,3166.67,1
0,3542,0,5,19,4,3,1391,2400,58,604,12535.51,12500,27.28,LOAN,,,100,800,1
0,3543,0,1,19,,,,,0,708,9555,8000,2100,LOAN,,,93,3200,1
0,3547,3,5,34,2,1,297,308,96,620,27950,25705,1500,LOAN,,,103,2937,1
0,3548,3,26,405,4,3,158,24580,1,680,28680,23100,5000,LOAN,,,103,5416.67,1
0,3549,0,40,307,10,6,9703,43600,22,778,21100,20598,4000,LOAN,,,83,6666.67,0
0,3551,0,10,99,5,2,858,12800,7,767,22974.06,24000,2100,LOAN,,,87,2100,0
