bankruptcy,app_id,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,bureau_score,purch_price,msrp,down_pyt,purpose,loan_term,loan_amt,ltv,tot_income,used_ind,bad,weight
0,1967,2,46,384,16,10,19796,66025,30,703,20238.17,25175,661.19,LEASE,39,20221.98,80,12000,1,0,4.75
0,1968,0,35,148,7,6,12917,58039,22,768,20900,23000,0,LEASE,39,20600.53,91,4253,1,0,4.75
1,1969,7,21,109,3,1,332,266,100,650,21880,22100,2000,LOAN,60,21536.7,97,2600,0,0,4.75
0,1970,1,11,73,3,1,494,19200,3,782,29072,29095,1500,LOAN,72,27656.68,95,5450,0,0,4.75
0,1972,6,18,276,5,2,3716,8263,45,681,29391,30925,0,LEASE,39,29390.98,95,10000,0,0,4.75
0,1973,10,14,147,2,1,198,2627,8,638,30202.48,28833,18300,LOAN,60,13492.48,47,2560,0,1,1
0,1975,0,4,75,,1,257,5100,5,743,10681,9980,0,LOAN,60,10688.2,107,3916.67,1,0,4.75
0,1977,0,19,133,4,2,1836,7616,24,741,6470,5850,0,LOAN,48,7600.5,130,1200,1,0,4.75
0,1978,0,21,167,7,4,12532,48194,26,721,29007,36220,0,LEASE,36,29006.33,80,14000,0,0,4.75
0,1982,0,5,28,,1,502,10500,5,722,13937.7,14500,300,LOAN,60,13772.7,95,1400,1,1,1
0,1985,6,13,105,,,9998,0,0,627,9000,9500,1000,LOAN,48,9036.01,95,4000,0,1,1
0,1987,1,26,247,3,2,139,26577,1,699,12642,14000,0,LOAN,60,13669.42,98,3200,1,0,4.75
0,1989,0,27,480,5,2,10073,15956,63,720,22730,23691,0,LEASE,60,22938.84,97,3608.33,0,0,4.75
0,1990,0,3,105,,,9998,9998,100,659,17048.3,18100,0,LOAN,60,17183.3,95,2400,1,0,4.75
0,1991,1,6,56,2,1,54,800,7,674,17800,17600,0,LOAN,60,17952,102,2000,1,1,1
0,1993,4,14,79,6,3,1389,5100,27,743,26443.91,21000,3772.08,LEASE,63,22671.83,108,4083.34,1,1,1
0,1994,,,,,,,,0,,5613,5699,313,LOAN,60,5890.49,103,1500,0,0,4.75
0,1995,0,14,178,,4,13759,58102,24,740,36896.01,29215,3741.23,LEASE,48,33154.78,113,5583.33,0,0,4.75
0,1996,0,9,260,,,9998,9998,100,743,23995.5,18575,0,LEASE,63,23995.5,129,2000,1,0,4.75
0,1998,0,7,53,4,0,0,1000,0,727,8957,7125,0,LOAN,60,9092.98,128,3000,1,0,4.75
0,1999,0,11,231,,2,283,25977,1,782,13310,15000,1310,LOAN,60,12000,80,1700,0,0,4.75
0,2000,0,8,152,2,1,318,1818,17,761,10201,8900,4735.4,LOAN,24,5550.6,62,3333.33,1,0,4.75
0,2001,0,23,252,2,1,404,2100,19,746,23339,22000,4000,LOAN,60,18839,88,5666.67,1,0,4.75
1,2003,15,34,226,5,2,3034,3390,89,553,6954,7000,1300,LOAN,60,5789.5,83,4333.33,1,0,4.75
0,2007,0,25,192,4,2,3938,26000,15,773,29101.75,28210,6224.96,LOAN,60,22961.79,81,9167,0,0,4.75
1,2008,6,17,87,,,,,0,602,22530,22530,0,LOAN,66,26517.62,118,6083.33,0,1,1
0,2009,0,19,199,4,3,13431,31100,43,727,33300,37810,0,LEASE,60,33300.65,88,7500,0,0,4.75
0,2012,1,24,103,10,7,8810,30246,29,702,25800,20275,3000,LOAN,60,22969.36,113,4666.67,1,0,4.75
0,2013,0,15,146,3,2,4502,17690,25,774,19491,19500,5000,LOAN,60,14626.08,75,2916.67,1,0,4.75
0,2017,0,33,193,13,9,30466,63771,48,,28900,28000,0,LEASE,36,27150,103,6666.67,1,0,4.75
0,2020,0,24,270,10,2,6213,19907,31,745,13900,14000,1011.58,LOAN,60,14594.82,104,5833.33,1,0,4.75
0,2021,0,27,588,3,2,86,25250,0,781,13996,14335,1800,LEASE,39,12196.63,85,4100,0,0,4.75
0,2029,2,5,30,,3,2081,4200,50,631,21512,23000,1000,LOAN,60,23822.18,104,6500,1,0,4.75
0,2031,0,15,336,3,2,4208,18500,23,784,22024,20870,2000,LOAN,60,20601.52,99,5000,0,0,4.75
0,2032,0,43,310,11,8,41238,100168,41,698,21000,22207,0,LEASE,48,19880.3,95,6666.67,0,0,4.75
0,2033,4,6,10,,,,,0,596,22113.54,22800,1600,LOAN,66,22590.54,99,4792.66,1,1,1
0,2034,3,11,23,6,5,3691,6895,54,628,19643.38,19850,2500,LOAN,54,18573.38,94,2250,1,1,1
0,2035,0,11,200,5,4,7483,14897,50,683,37300,31690,2500,LEASE,60,36142.2,114,31759,0,0,4.75
0,2036,0,30,184,9,4,27458,42100,65,694,7785.7,0,1000,LOAN,54,6785.7,87,10000,0,0,4.75
0,2037,1,37,208,14,13,49209,113727,43,669,12800,11000,0,LOAN,60,12175.95,111,5833.34,1,0,4.75
0,2038,0,30,116,13,11,39208,48356,81,686,27828,27946,0,LEASE,60,28561.56,102,8583.33,0,0,4.75
0,2043,22,26,118,3,1,458,1550,30,569,26900,24275,4525,LOAN,54,25723.55,106,3416.67,1,0,4.75
0,2044,4,22,205,5,3,374,8760,4,652,14650,16625,7150,LOAN,48,7635,46,3583.33,1,0,4.75
0,2046,19,25,182,,,,,0,606,12857,14500,0,LOAN,54,14147.01,98,2916.67,1,0,4.75
0,2048,0,43,325,11,9,18777,72230,26,709,21874,21275,5001,LOAN,66,16972.8,80,2400,1,0,4.75
0,2050,0,10,68,,4,1225,30145,4,738,13324,13225,0,LEASE,63,14110.72,107,2100,1,0,4.75
0,2051,0,4,88,,1,217,3620,6,723,14900,10025,2500,LOAN,66,16832.73,168,2500,1,1,1
0,2052,19,23,153,3,1,3717,4100,91,,25745,26000,0,LEASE,48,25800,99,2916.67,1,1,1
0,2053,,,,,,,,0,,11376,10300,1376,LOAN,60,11348.84,110,1120,1,0,4.75
0,2054,2,29,405,5,3,5278,7235,73,666,16000,17975,0,LOAN,48,17224.54,96,4100,1,0,4.75
1,2056,4,18,139,8,4,1829,4965,37,683,29345,32190,0,LEASE,60,29345,91,4535,0,1,1
0,2057,4,14,61,6,3,3458,4670,74,712,17478,13445,0,LEASE,63,18648,139,3177,0,1,1
0,2060,3,5,34,2,1,297,308,96,620,20900,25000,0,LOAN,66,28119.11,112,2937,0,1,1
0,2061,0,15,69,3,2,583,34000,2,768,35791,40770,0,LEASE,51,35791.09,88,3100,0,0,4.75
0,2062,0,6,42,6,1,1976,4000,49,730,12496,11100,1000,LOAN,60,12149.03,109,1680,1,0,4.75
0,2063,0,18,342,6,2,3343,17222,19,764,10873.88,0,1100,LOAN,60,9819.88,90,3000,0,0,4.75
0,2064,0,32,165,6,3,9411,52217,18,750,27062,32938,0,LEASE,63,28996.89,88,8000,1,0,4.75
0,2066,1,24,156,13,9,11503,26574,43,638,6261,5261,1000,LOAN,48,4261,100,3750,0,0,4.75
0,2067,0,27,142,3,1,1124,4500,25,750,7800,0,0,LOAN,60,7836,100,3200,0,0,4.75
0,2069,0,25,107,8,4,11298,30300,37,661,28800,29400,6800,LOAN,60,22331.81,76,4450,1,0,4.75
0,2070,1,5,31,5,3,729,1087,67,723,17921,16325,0,LEASE,48,19501,119,3734.4,1,1,1
0,2071,3,37,132,15,11,25123,25210,100,646,11677,11975,0,LOAN,54,11733,98,3000,1,0,4.75
0,2072,1,15,118,9,7,17462,19661,89,652,7392,7700,0,LOAN,48,8884.75,115,2900,1,0,4.75
0,2073,0,26,455,,2,55,91540,0,770,35449,37378,1500,LOAN,60,31537.57,91,5400,0,0,4.75
0,2075,0,17,113,19,4,17978,25200,71,679,8234,9150,0,LOAN,60,8883.35,97,2300,1,0,4.75
0,2078,1,16,362,4,3,1967,31244,6,710,29119,31478,10000,LOAN,60,21338.19,68,7166.67,1,0,4.75
0,2080,0,17,210,3,2,5277,27850,19,753,21626,26175,0,LEASE,63,21626.77,83,4666.67,0,0,4.75
0,2081,0,26,365,8,6,17331,42155,41,737,13150,13840,1000,LEASE,36,12578.77,91,2680,0,0,4.75
0,2082,0,13,424,4,2,36,35655,0,831,28244,28200,5250,LOAN,66,23088.98,82,1800,0,0,4.75
0,2084,3,15,260,4,2,2144,7700,28,684,14400,13100,0,LEASE,36,14480,111,5013,1,0,4.75
1,2085,3,15,141,6,3,1326,1715,77,717,14250,15000,0,LOAN,60,14363.91,96,4775,1,0,4.75
0,2086,0,7,52,6,2,1543,2000,77,682,5000,0,1000,LOAN,60,3663.21,73,3200,0,0,4.75
0,2087,1,3,98,,,,,0,608,12431,11300,1300,LOAN,54,11376.36,101,1400,1,0,4.75
0,2088,0,23,358,7,6,16056,52157,31,721,16000,15450,6000,LOAN,60,10091.5,65,3400,1,0,4.75
0,2090,0,15,177,4,3,5441,16515,33,777,25175,24000,0,LOAN,60,17355.54,105,2750,1,0,4.75
0,2091,3,5,49,,,9998,9998,100,557,24700,23800,4200,LEASE,48,22145,93,2700,0,0,4.75
0,2092,0,1,7,,1,3858,0,0,614,20376,24760,0,LEASE,36,21087.35,85,2500,0,0,4.75
0,2093,8,15,87,5,3,2686,3690,73,560,12600,11499,2000,LOAN,60,11363.54,99,1733.33,0,1,1
0,2094,0,29,336,6,4,2657,28313,9,762,22261,22300,3104.92,LEASE,60,18856.45,86,1600,0,0,4.75
0,2095,0,24,93,14,13,15309,35628,43,672,26439,23415,1000,LEASE,60,24836.03,109,2355.42,0,0,4.75
0,2100,1,13,178,3,1,153,27600,1,717,18807,19150,0,LEASE,36,19182,100,4408.67,0,0,4.75
0,2101,5,18,133,3,0,0,1100,0,601,32566,30000,1910,LEASE,36,29425.81,102,15500,1,0,4.75
1,2102,1,16,170,6,4,1325,3927,34,705,31512,20105,5512,LOAN,72,25211.95,129,3750,0,1,1
0,2103,0,16,223,4,3,3844,16509,23,757,20013.63,19248,500,LEASE,63,19513.63,101,2218.66,0,0,4.75
0,2106,0,19,139,6,2,7297,24053,30,756,18017.75,17500,0,LOAN,60,18244,104,1584,1,0,4.75
0,2110,0,8,22,10,8,2854,5600,51,666,21366,18500,1900,LOAN,66,20043,108,1600,1,0,4.75
0,2112,0,30,252,8,5,6986,29197,24,705,16050,17000,0,LOAN,66,17986.2,106,6900,1,0,4.75
0,2114,0,12,83,6,3,7240,15299,47,768,13500,13000,0,LOAN,60,13175.57,104,4794.66,1,0,4.75
0,2115,2,18,110,10,7,6664,8987,74,610,12194.1,10000,2194.1,LOAN,60,12488.95,125,1500,1,1,1
0,2116,0,49,240,14,5,9231,38300,24,707,34904,35650,0,LEASE,48,33849.17,98,6500,1,0,4.75
0,2117,0,25,197,10,8,25727,69900,37,762,33000,29377,2000,LEASE,60,30938.85,106,2462,0,0,4.75
0,2118,1,11,42,6,3,8258,9400,88,652,18153,17900,1000,LOAN,66,17731.5,99,11800,1,0,4.75
0,2119,3,13,124,2,1,180,300,60,648,9100,9150,0,LOAN,60,10583.53,116,4800,1,0,4.75
0,2120,11,23,212,4,2,163,3412,5,660,18500,19775,0,LEASE,48,19688.05,100,3630,1,0,4.75
0,2122,0,33,363,13,8,26190,71374,37,703,15840,16755,1230,LOAN,60,14741.58,88,5000,0,0,4.75
0,2124,3,8,38,4,2,1055,6820,15,660,9687.05,8200,2500,LOAN,48,9692.05,118,1916.67,1,0,4.75
0,2125,0,4,258,,1,41,2220,2,759,16525,15500,6565,LOAN,60,10095,65,3166.67,1,0,4.75
0,2126,,,,,,,,0,,12685.5,11500,3500,LOAN,60,9270.5,81,918,1,1,1
0,2129,0,4,87,,2,1125,9162,12,730,17686.53,16725,8546.53,LOAN,36,10555.1,63,1000,1,0,4.75
0,2130,0,8,74,2,1,812,11800,7,751,18913.75,18000,3000,LOAN,60,16051.75,89,1666.67,1,0,4.75
0,2131,9,17,129,11,2,3985,4670,85,693,26051.64,28490,12900,LOAN,60,23991.64,84,12500,0,1,1
0,2132,0,3,62,1,0,0,0,0,755,10630,8000,300,LOAN,48,10425,130,2500,1,0,4.75
0,2135,3,14,154,3,1,0,3500,0,696,23880,23150,180,LEASE,48,23170.84,102,4333.33,1,0,4.75
0,2136,2,9,50,6,1,949,1000,95,619,7200,7599,500,LOAN,60,8621.63,113,4000,0,1,1
0,2137,0,2,93,,0,0,1243,0,765,19796,18875,5000,LOAN,60,16789.69,89,4033.33,1,0,4.75
0,2138,2,8,53,4,2,2597,2700,96,665,27920,20000,5920,LEASE,63,27268.72,136,5250,1,1,1
0,2139,0,18,173,4,2,2785,28058,10,773,20610,22325,0,LOAN,60,20744.62,93,7916.67,1,0,4.75
0,2140,2,6,165,2,1,1058,1913,55,649,32263,29500,3000,LOAN,60,30097.5,102,8000,1,0,4.75
0,2143,0,15,97,5,2,2609,4879,53,738,20746,19675,0,LOAN,60,22133.03,112,2900,1,0,4.75
0,2144,0,23,80,11,8,15075,14324,100,713,21995,25000,0,LOAN,66,26003.1,104,7383.33,1,0,4.75
0,2145,0,40,339,9,6,18213,52794,34,697,16750,16500,355,LOAN,60,16547.57,100,3125,1,0,4.75
0,2146,0,24,123,6,5,14429,60765,24,682,31064,32970,500,LEASE,48,30564.72,93,6209,0,0,4.75
0,2149,0,1,46,,,,,0,,7535,6500,1000,LOAN,54,7181.12,110,2000,1,0,4.75
0,2151,0,11,55,6,4,4772,11827,40,704,11931,11582,0,LEASE,60,12776.85,110,1800,0,0,4.75
0,2152,0,1,9,,1,378,378,100,652,9500,10150,0,LOAN,54,9912.25,98,4500,1,1,1
0,2153,0,26,257,3,2,8522,34778,25,784,13738,13400,400,LOAN,66,13898.19,104,36616.67,1,0,4.75
0,2154,0,18,261,3,1,125,9000,1,784,22850,26345,7250,LOAN,60,16772.28,64,4500,0,0,4.75
0,2155,1,29,365,6,2,1838,19210,10,783,15617,16128,3120,LOAN,72,12629.47,78,1610,0,0,4.75
0,2156,,,,,,,,0,,11980,14275,0,LOAN,60,12969.04,91,2500,1,1,1
0,2157,1,36,178,6,3,1938,12300,16,747,22600,22890,3900,LOAN,60,18708.02,82,1600,1,0,4.75
0,2158,11,34,130,6,3,4189,9000,47,720,24000,25960,0,LEASE,48,23999,92,6720,1,0,4.75
0,2159,4,8,43,3,2,2691,2600,100,599,17670,16500,1170,LOAN,66,18271.05,111,2916.67,1,1,1
0,2160,0,32,81,16,8,9634,23199,42,644,30724,25160,2600,LEASE,63,28124,112,7750,0,0,4.75
1,2164,3,12,110,6,3,880,1995,44,655,18578,18349,578,LEASE,48,16458.88,98,2500,0,0,4.75
0,2165,1,12,58,8,6,7621,8744,87,656,36300,31270,5030,LEASE,48,35960.47,115,4760,0,0,4.75
0,2166,0,21,106,5,3,1012,36333,3,780,24859.31,20585,497.29,LEASE,60,24362.02,118,3458.33,0,0,4.75
0,2167,3,4,3,,1,140,148,95,,6075,6499,1000,LOAN,60,5566.55,86,4000,0,0,4.75
0,2168,0,15,444,,3,317,36149,1,803,32945,27895,13500,LOAN,48,9970,36,1700,0,0,4.75
0,2170,0,2,26,2,1,295,323,91,683,19480,17950,0,LEASE,48,22394.86,125,1989,0,0,4.75
0,2172,0,27,147,6,6,18382,35694,51,641,16300,16500,2000,LEASE,60,14845,90,4167,1,0,4.75
0,2173,0,7,141,5,3,2423,3911,62,689,14450,11414,1950,LOAN,66,13268.25,116,91.67,0,0,4.75
1,2174,1,22,132,8,6,10053,10669,94,693,12990,10125,2035,LOAN,60,10752,108,2666.67,1,0,4.75
0,2175,6,10,179,2,1,461,600,77,668,24724.79,24774,0,LEASE,63,26080.79,105,2083.33,0,0,4.75
0,2176,0,13,105,,3,3836,33596,11,742,9002.5,12875,500,LOAN,60,8637.5,67,2000,1,0,4.75
0,2180,1,14,148,4,1,6042,16705,36,656,35047.4,31184,4047.4,LEASE,63,36467.4,117,3500,0,0,4.75
0,2182,0,11,101,2,1,1662,26650,6,765,23500,18600,10000,LOAN,48,11019.89,59,3416.67,1,0,4.75
0,2183,0,10,268,5,1,385,8360,5,763,19400,16025,0,LOAN,60,21208.7,132,0,1,1,1
0,2184,4,33,137,6,3,4154,9227,45,652,12000,11999,3000,LOAN,60,9000,79,6800,0,0,4.75
0,2185,0,10,54,,3,2114,14548,15,746,16195,16500,0,LOAN,60,17693.41,107,1850,1,1,1
0,2188,0,15,171,6,4,790,27070,3,768,13793.61,13500,3995.61,LOAN,60,9932.5,74,2900,1,0,4.75
0,2191,1,5,197,,3,2958,7230,41,743,24843,24995,10000,LOAN,72,18674.83,75,1963,0,0,4.75
0,2192,1,32,159,7,1,22,18700,0,675,26279,25510,100,LEASE,60,27549,108,7800,0,0,4.75
0,2193,5,20,74,3,2,2457,12880,19,628,24785.72,0,9000,LOAN,60,16999.64,69,3000,0,0,4.75
0,2196,0,16,85,5,3,4964,23822,21,642,23820,25995,3757,LEASE,63,23563.24,96,3000,0,0,4.75
0,2198,3,12,64,7,5,2652,5961,44,604,22529,15975,2883,LOAN,60,17406.5,109,4625,1,1,1
0,2200,10,14,88,,,,,0,681,12962.16,13500,1360,LOAN,66,12122.16,90,3733.33,0,0,4.75
0,2203,0,11,69,5,3,2186,6197,35,751,19419,19500,0,LEASE,63,20784,107,2700,1,0,4.75
0,2204,2,24,158,3,2,1270,7308,17,695,11870,10950,1770,LOAN,60,11964.16,109,2500,1,0,4.75
0,2205,0,5,52,3,1,18,5100,0,704,24187.43,25175,3000,LEASE,51,21222.6,84,5416.67,1,0,4.75
0,2206,0,9,30,5,1,299,1516,20,626,15325,13100,890,LOAN,66,16030,122,3416.66,0,1,1
0,2209,0,27,206,12,9,32259,47000,69,664,17599,17275,538.63,LEASE,48,16045.16,99,3525,0,0,4.75
0,2212,0,2,32,,,,,0,678,4600,0,0,LOAN,60,4952.69,108,4000,0,1,1
0,2214,7,13,128,2,1,249,463,54,690,28895,32584,1490,LEASE,60,28200.71,87,34750,1,0,4.75
0,2215,0,7,95,,0,0,19612,0,763,8139,5400,5000,LOAN,30,3274,61,1300,1,0,4.75
0,2216,0,32,268,11,6,10862,33392,33,708,24109,23635,600,LOAN,72,25144.36,106,1600,0,0,4.75
0,2217,0,20,152,5,2,476,18820,3,784,13341,15200,500,LOAN,66,12956.5,85,17000,1,0,4.75
0,2218,1,25,227,3,1,36,25780,0,750,21072,21590,2045,LEASE,36,19027,88,10250,0,0,4.75
0,2223,0,21,152,9,7,17362,64716,27,684,27500,31482,1000,LEASE,60,27050,86,5000,0,0,4.75
0,2225,3,10,35,5,4,4019,5946,68,603,12999,12100,3099,LOAN,60,14309.98,118,1500,1,1,1
0,2227,0,30,237,,16,76595,92394,83,536,10600,11875,0,LOAN,54,10735,90,7500,1,0,4.75
0,2228,0,11,140,6,4,9990,31600,32,717,29500,32265,0,LEASE,60,29028,91,2400,1,0,4.75
0,2229,7,9,43,2,1,25,600,4,702,11951,10000,0,LOAN,60,11215,120,2916.67,1,0,4.75
0,2230,0,0,2,,1,139,300,46,760,15500,13000,1500,LOAN,66,14188.07,109,3266.67,0,0,4.75
0,2237,2,7,80,5,3,8077,20100,40,648,36951,35905,0,LEASE,63,36951,103,7500,0,0,4.75
0,2243,1,19,431,1,1,5594,11330,49,654,15269,15300,500,LOAN,60,14864.95,97,3833.33,1,1,1
0,2246,0,6,23,3,2,2730,5786,47,698,19995,15100,3663,LOAN,66,15800.8,108,4640,0,0,4.75
0,2247,3,13,140,4,1,229,600,38,647,23034,24720,5300,LOAN,66,17824.63,72,100,0,1,1
0,2248,0,0,26,,,,,0,,9585,8100,1585,LOAN,60,9292.96,115,3300,1,0,4.75
0,2249,6,16,122,2,1,142,8182,2,708,16012,14500,500,LOAN,60,16645.4,115,1387,1,1,1
1,2250,19,23,94,3,2,2126,2800,76,586,29238,29238,0,LEASE,63,30069.68,103,3166.67,0,1,1
0,2253,0,27,257,6,3,5895,48120,12,770,18270,18500,1200,LEASE,36,17070,92,3833.33,1,0,4.75
0,2254,,,,,,,,0,723,8527,7325,1500,LOAN,60,8059.45,110,8267,1,0,4.75
0,2255,0,4,147,,1,325,12700,3,742,32688,33795,6338,LOAN,72,27991.95,83,5520.25,0,0,4.75
0,2256,0,13,419,,1,160,30266,1,786,22902,21932,3000,LEASE,60,19902,91,2000,0,0,4.75
0,2258,0,14,420,3,2,515,7180,7,752,24750,26975,0,LEASE,60,25286.49,94,2000,1,0,4.75
0,2259,0,3,51,,,,,0,713,27342,27830,7724,LOAN,60,19737.78,71,8333.33,0,0,4.75
0,2260,4,9,35,5,2,234,800,29,640,9499,10000,0,LOAN,60,12090.94,121,2916.67,1,1,1
0,2261,1,3,80,2,1,1869,2400,78,580,11054,11750,0,LOAN,60,12155.5,103,2083,1,0,4.75
0,2264,0,19,76,8,6,3997,4044,99,711,12200,10508,1500,LOAN,60,10970,104,1350,0,0,4.75
0,2265,0,28,258,3,1,1842,26505,7,804,30300,28420,4500,LOAN,60,24247.96,86,4791.67,0,0,4.75
0,2266,0,31,241,4,3,3422,49630,7,766,16483,19501.47,2313.47,LEASE,36,14499.74,74,5200,0,0,4.75
0,2267,0,24,286,4,3,11367,103200,11,763,19093.7,14500,5000,LOAN,60,15743.7,109,3500,1,0,4.75
0,2268,0,31,386,7,4,2133,84384,3,771,18000,28000,0,LEASE,36,28850,103,,1,0,4.75
0,2269,1,13,153,5,3,3307,7109,47,680,32282.46,27215,615,LOAN,72,29756.76,109,2500,1,0,4.75
0,2270,2,46,199,7,4,4986,10394,48,630,31700,33535,3000,LOAN,66,28872.64,86,10416.67,1,0,4.75
0,2272,1,2,27,,1,181,321,56,617,14688.61,13550,3200,LOAN,60,14508.54,107,2000,1,1,1
0,2273,0,12,136,6,2,2783,3856,72,709,19321,19000,0,LOAN,60,19321.4,102,2500,1,0,4.75
0,2275,4,20,145,10,5,3191,6300,51,681,25170,26057,2000,LEASE,48,23370,90,8056,1,0,4.75
0,2278,0,15,140,4,0,0,1300,0,802,26995,23850,4204,LOAN,72,23935.88,100,4000,1,0,4.75
0,2281,0,8,270,,0,0,1000,0,739,11843,10675,1843,LOAN,66,10135,95,1008,1,0,4.75
1,2282,1,15,161,1,0,0,2500,0,715,24553,21979,3470,LOAN,72,22723.02,103,2318,0,0,4.75
0,2283,10,14,139,,2,992,2683,37,550,23400,22000,10000,LOAN,36,10268.97,54,1800,0,1,1
0,2284,0,5,28,5,2,103,1071,10,702,14071,13405,666,LEASE,63,15241.85,114,1600,0,0,4.75
0,2285,0,6,24,,4,2574,9600,27,685,15158,15000,2000,LOAN,60,14002.04,93,3110,0,0,4.75
0,2293,0,3,56,2,1,225,8000,3,769,12766.73,12100,0,LOAN,66,12861.73,106,4300,1,0,4.75
0,2294,0,24,178,5,1,2772,13397,21,780,28333.3,27025,6000,LOAN,66,22468.3,83,9900,0,0,4.75
0,2296,0,17,113,16,2,14301,26300,54,705,36780,38680,3703.75,LEASE,60,33076.25,86,3166.67,1,0,4.75
1,2297,,,,,,,,0,675,27083.46,22325,4924.21,LOAN,72,21072.76,99,4000,1,0,4.75
0,2298,0,4,26,3,2,563,2657,21,709,15500,11450,3000,LOAN,60,15601.2,136,1665,1,0,4.75
0,2299,2,14,58,5,4,9015,16000,56,692,21400,22125,0,LOAN,72,22125.58,100,5250,1,0,4.75
0,2301,0,27,364,17,7,54150,68229,79,655,23374,23500,0,LEASE,63,23374.75,99,8300,1,0,4.75
0,2302,0,15,88,11,8,15123,15885,95,647,18142,17100,1310,LOAN,66,16927.34,99,3083.33,0,0,4.75
0,2303,9,17,43,6,2,699,5784,12,645,15570,14100,0,LOAN,66,15569.2,110,3500,1,0,4.75
0,2305,1,24,197,9,5,19226,38725,50,644,44708,40160,8500,LOAN,72,34343.33,86,10000,1,0,4.75
0,2306,0,19,222,4,2,1857,16600,11,766,15213.02,14287,1500,LEASE,60,13758.02,96,8333.33,0,0,4.75
0,2307,,,,,,,,0,676,12117,11500,1000,LOAN,60,13737.81,119,2600,1,0,4.75
0,2309,0,21,221,11,4,10842,32700,33,754,9754,10350,1500,LOAN,66,8339.54,81,2200,1,0,4.75
0,2310,3,34,158,,10,11804,17440,68,610,15942,16145,1442,LEASE,60,16450,102,1517,0,0,4.75
1,2311,12,28,198,3,2,1510,2871,53,638,24364.07,26120,0,LEASE,42,24433.67,94,8200,0,1,1
0,2313,5,27,234,5,0,0,639,0,671,24132,20270,1900,LEASE,60,26521.95,131,3271,0,0,4.75
0,2316,0,10,281,5,1,7527,10000,75,771,8629.05,11050,500,LOAN,42,8224.05,74,2600,1,0,4.75
0,2317,9,15,175,5,3,3340,4300,78,627,8656.28,9125,0,LOAN,60,10202.28,112,0,1,1,1
0,2321,0,14,138,4,2,57,33500,0,797,43086.2,51425,10573.46,LOAN,60,32597.74,63,12200,0,0,4.75
0,2322,7,29,319,5,3,10207,1000,100,686,23043,22656,5000,LOAN,66,18168.32,80,7416.67,0,0,4.75
0,2323,3,7,136,,,,,0,623,13564,18695,0,LOAN,60,18401.73,98,2333,0,1,1
0,2324,4,26,164,10,5,23488,27400,86,724,15625,11482,924,LOAN,66,15366.69,134,6166.67,0,0,4.75
0,2325,0,7,79,4,2,802,4800,17,719,9800,9800,2000,LOAN,60,7805,80,3666.67,1,0,4.75
0,2327,0,17,48,6,5,4904,9824,50,693,21205.6,19065,0,LEASE,60,21205.6,111,1708.33,0,0,4.75
0,2328,0,6,38,4,2,2401,2530,95,664,8695,8475,1000,LOAN,54,10433.65,123,0,1,0,4.75
0,2329,4,18,137,9,6,14378,15258,94,620,22805.13,23995,0,LEASE,60,22760.33,95,5333.33,0,1,1
0,2330,1,13,98,9,7,3653,11035,33,721,16475,17890,1000,LEASE,48,15625,87,3100,0,0,4.75
0,2331,3,36,215,6,3,2775,40743,7,772,16545,15995,3450,LEASE,36,13095,82,4950,1,0,4.75
0,2332,0,14,334,4,3,550,42600,1,815,22146,21196,5100,LOAN,66,18271.62,86,4833.34,0,0,4.75
0,2335,0,24,129,6,5,4624,30658,15,755,22500,21000,1000,LEASE,36,21445,102,5833.33,1,0,4.75
0,2336,1,23,88,13,7,14175,28150,50,607,22220,19750,2470,LEASE,63,23927,121,2900,0,0,4.75
0,2337,6,30,162,11,5,13235,11519,100,569,17222,17199,199,LEASE,60,17992.55,105,4116.67,0,1,1
1,2340,1,9,96,2,1,4,2100,0,727,36401,31508,840,LEASE,60,35520.43,113,5200,0,0,4.75
0,2342,0,8,20,7,5,14810,23843,62,612,35400,36175,0,LEASE,36,33555.81,98,13016.67,1,1,1
1,2343,1,8,221,2,1,191,500,38,709,18515,18175,1500,LOAN,66,17450.95,96,,1,0,4.75
0,2344,0,28,147,4,3,637,41916,2,766,10500,10000,0,LOAN,36,10553,106,6820,1,0,4.75
0,2345,0,14,65,7,5,10900,13881,79,646,20424,17659,2824,LEASE,63,20336.9,115,2200,0,0,4.75
0,2348,0,3,23,3,1,450,1500,30,685,20536.52,16535,628.7,LEASE,63,19907.82,120,1916.67,0,0,4.75
0,2349,7,8,243,,,9998,0,0,598,15666.14,15850,3000,LOAN,54,12750.94,80,3333,1,0,4.75
1,2350,1,10,137,4,2,97,5538,2,648,37153.25,27795,9453.25,LEASE,63,35653.25,128,2587,0,0,4.75
0,2351,0,23,49,3,2,464,37220,1,777,27627.26,28115,1200,LEASE,51,26427.26,94,2200,0,0,4.75
0,2353,0,7,61,,2,780,800,98,737,12756,11700,1100,LOAN,60,11656.19,100,1200,1,0,4.75
0,2358,0,6,285,,1,295,13900,2,785,23359.5,21350,9995,LOAN,48,14927.14,70,2500,1,0,4.75
0,2359,0,31,172,10,8,1822,99199,2,759,16637.42,16045,0,LEASE,48,15902.72,104,3800,0,0,4.75
0,2362,0,36,217,6,2,3607,9900,36,817,15060,19200,1000,LOAN,39,14162.95,74,3000,1,0,4.75
0,2363,4,11,50,4,1,97,0,0,628,14100,16215,0,LEASE,60,17410.27,107,7500,0,1,1
